swing_id,course,round_date,hole,round_total,shot_number,distance_to_pin,terrain,fairway_hit,green_in_reg,penalty,club_used,club_speed,total_distance,carry_distance,ball_speed,apex_ht,back_spin,side_spin,launch_dir,launch_angle,smash_factor,spin_axis,flight_time,face_angle,swing_path,face_to_path_angle,AoA,Dynamic_Loft,Spin_Loft,Curve_Amount,Air_Carry_Efficiency,Offline_estimated,,,,,,,,,,,,,
691422,Firestone_CC_south,1/2/2025,4,22,5,4,Green,,,,Putter,5.55,10.4,,10.10,,0 ,0 ,1.0 ,0.0 ,1.820,2.0,1.5,4.5,5.8,10.3,-17.13, , , , , ,,,,,,,,,,,,,
691423,Firestone_CC_south,1/2/2025,4,23,6,7,Green,,,,Putter,3.63,9.7,,6.46,,0 ,0 ,3.2 ,0.0 ,1.780,,,,, ,, , , , , ,,,,,,,,,,,,,
691424,Firestone_CC_south,1/2/2025,4,24,7,4,Green,,,,Putter,2.96,4.4,,5.29,,0 ,0 ,4.4 ,0.0 ,1.787,,,,, ,, , , , , ,,,,,,,,,,,,,
69025,Firestone_CC_south,1/2/2025,5,25,1,208,Tee,,,,5 Wood,104.24,213.6,211.4,142.15,141,5546 ,571 ,9.6 ,18.4 ,1.364,,,,, ,,24.5,31.60,10.30%,98.9%,31.7 ,,,,,,,,,,,,,
691326,Firestone_CC_south,1/2/2025,5,26,2,26,Rough,,No,,Lob Wedge,29.35,14.6,12.4,24.25,7,3631 ,1272 ,3.0 ,33.9 ,0.826,6.0,7.4,9.2,11.8,21.0,-7.07,17.6,18.93,35.03%,84.6%,5.9 ,,,,,,,,,,,,,
691327,Firestone_CC_south,1/2/2025,5,27,3,11,Fairway,,,,Lob Wedge,21.15,19.8,5.5,16.87,2,3346 ,923 ,3.0 ,28.1 ,0.798,19.0,1.4,-10.7,14.2,3.5,-1.36,18.6,20.61,27.59%,27.6%,2.1 ,,,,,,,,,,,,,
691428,Firestone_CC_south,1/2/2025,5,28,4,14,Green,,,,Putter,6.38,8.8,,11.46,,0 ,0 ,5.1 ,0.0 ,1.796,15.0,0.8,-4.8,9.4,4.6,-1.98, , , , , ,,,,,,,,,,,,,
691429,Firestone_CC_south,1/2/2025,5,29,5,6,Green,,,,Putter,3.29,3.5,,6.32,,0 ,0 ,3.9 ,0.0 ,1.921,,,,, ,, , , , , ,,,,,,,,,,,,,
69130,Firestone_CC_south,1/2/2025,6,30,1,479,Tee,No,,,Driver,109.15,185.8,183.0,140.85,95,7349 ,(43),4.4 ,14.6 ,1.290,,,,, ,,14.8,16.09,-0.59%,98.5%, ,,,,,,,,,,,,,
69331,Firestone_CC_south,1/2/2025,6,31,2,223,Rough,,,,Hybrid,108.93,245.4,239.1,161.22,106,4866 ,2224 ,8.1 ,11.0 ,1.480,0.0,6.4,2.7,14.2,16.9,-1.27,16.8,19.64,45.70%,97.4%,149.5 ,,,,,,,,,,,,,
691332,Firestone_CC_south,1/2/2025,6,32,3,40,Rough,,,,Lob Wedge,41.65,24.4,21.2,38.38,8,5079 ,1525 ,6.1 ,24.1 ,0.921,25.0,6.7,7.6,11.5,19.1,-2.83,22.9,24.69,30.03%,87.2%,9.0 ,,,,,,,,,,,,,
691233,Firestone_CC_south,1/2/2025,6,33,4,16,Bunker,,No,,Sand Wedge,40.76,11.1,7.3,37.16,2,6354 ,815 ,6.9 ,27.9 ,0.912,17.0,1.6,2.8,16.0,18.8,-1.82,23.3,23.26,12.83%,65.9%, ,,,,,,,,,,,,,
691434,Firestone_CC_south,1/2/2025,6,34,5,6,Green,,,,Putter,3.86,5.6,,6.67,,0 ,0 ,3.1 ,0.0 ,1.728,,,,, ,, , , , , ,,,,,,,,,,,,,
69035,Firestone_CC_south,1/2/2025,7,35,1,202,Tee,No,,,5 Wood,102.91,206.9,205.4,138.59,118,5391 ,625 ,9.0 ,16.7 ,1.347,,,,, ,,22.8,46.59,11.59%,99.3%,36.0 ,,,,,,,,,,,,,
691236,Firestone_CC_south,1/2/2025,7,36,2,25,Bunker,,No,,Sand Wedge,49.34,13.1,9.7,45.92,1,8811 ,3892 ,5.5 ,25.3 ,0.931,7.0,6.9,8.9,9.6,18.5,-23.81,21.1,21.07,44.17%,74.4%, ,,,,,,,,,,,,,
691437,Firestone_CC_south,1/2/2025,7,37,3,12,Green,,,,Putter,7.35,13.1,,11.59,,0 ,0 ,7.1 ,0.0 ,1.577,,,,, ,, , , , , ,,,,,,,,,,,,,
691438,Firestone_CC_south,1/2/2025,7,38,4,3,Green,,,,Putter,2.71,2.4,,4.96,,0 ,0 ,0.5 ,0.0 ,1.830,,,,, ,, , , , , ,,,,,,,,,,,,,
69139,Firestone_CC_south,1/2/2025,8,39,1,457,Tee,No,,,Driver,124.06,249.8,246.2,161.47,136,4489 ,2326 ,6.1 ,14.3 ,1.302,,,,, ,,16.9,18.82,51.82%,98.6%,166.2 ,,,,,,,,,,,,,
69040,Firestone_CC_south,1/2/2025,8,40,2,207,Rough,,,,5 Wood,103.62,153.3,150.5,115.50,113,7957 ,3157 ,4.6 ,22.0 ,1.115,27.0,7.3,5.0,12.4,17.4,-1.93,21.8,24.66,39.68%,98.2%,82.8 ,,,,,,,,,,,,,
691241,Firestone_CC_south,1/2/2025,8,41,3,57,Fairway,,No,,Sand Wedge,66.70,78.2,69.3,66.39,31,7818 ,988 ,7.2 ,20.2 ,0.995,22.0,6.2,3.5,11.2,14.7,-2.85,23.0,27.95,12.64%,88.7%,12.1 ,,,,,,,,,,,,,
691342,Firestone_CC_south,1/2/2025,8,42,4,23,Rough,,,,Lob Wedge,39.82,21.3,12.2,29.98,3,5158 ,1824 ,8.5 ,34.5 ,0.753,7.0,3.2,6.2,10.3,16.5,-4.92,23.0,24.37,35.36%,57.1%,5.8 ,,,,,,,,,,,,,
691443,Firestone_CC_south,1/2/2025,8,43,5,3,Green,,,,Putter,2.76,3.5,,5.10,,0 ,0 ,9.0 ,0.0 ,1.848,19.0,1.2,-5.7,20.1,14.4,-1.34, , , , , ,,,,,,,,,,,,,
69144,Firestone_CC_south,1/2/2025,9,44,1,489,Tee,Yes,,,Driver,119.57,248.1,241.8,154.73,85,4874 ,(1098),8.1 ,6.9 ,1.294,,,,, ,,14.2,11.59,-22.53%,97.4%,(78.6),,,,,,,,,,,,,
69345,Firestone_CC_south,1/2/2025,9,45,2,240,Fairway,,,,Hybrid,113.17,125.6,64.0,138.34,46,4117 ,2325 ,3.2 ,10.0 ,1.222,-13.0,6.5,8.5,5.9,14.4,2.65,10.7,12.65,56.47%,50.9%,46.4 ,,,,,,,,,,,,,
691146,Firestone_CC_south,1/2/2025,9,46,3,115,Rough,,,,Gap Wedge,88.86,97.3,97.5,93.14,75,10957 ,2020 ,0.9 ,28.5 ,1.048,29.0,1.2,2.4,7.5,9.9,-1.95,22.3,25.48,18.44%,100.2%,24.4 ,,,,,,,,,,,,,
691247,Firestone_CC_south,1/2/2025,9,47,4,19,Fairway,,No,,Sand Wedge,31.64,14.8,9.5,23.39,4,3314 ,1259 ,1.9 ,33.7 ,0.739,10.0,4.9,-1.4,7.7,6.3,-3.13,28.1,28.12,37.99%,64.3%, ,,,,,,,,,,,,,
691448,Firestone_CC_south,1/2/2025,9,48,5,4,Green,,,,Putter,3.52,3.8,,5.95,,0 ,0 ,4.2 ,0.0 ,1.690,,,,, ,, , , , , ,,,,,,,,,,,,,
12111,Landmand_GC,1/11/2025,1,1,1,555,Tee,Yes,,,Driver,108.36,294.6,284.7,160.38,196,4503 ,(223),(0.9),18.4 ,1.480,,,,, ,,14.8,1.60,-4.95%,96.6%,(21.4),,,,,,,,,,,,,
12132,Landmand_GC,1/11/2025,1,2,2,265,Fairway,,,,Hybrid,94.40,218.5,217.9,139.72,118,6545 ,(2356),5.8 ,15.4 ,1.480,-3.0,8.1,-0.6,-2.0,-2.6,13.18,21.3,19.78,-36.00%,99.7%,(108.9),,,,,,,,,,,,,
121113,Landmand_GC,1/11/2025,1,3,3,85,Rough,,No,,Gap Wedge,79.70,115.0,108.3,92.31,40,7269 ,(1143),9.8 ,23.7 ,1.158,-20.0,6.6,8.4,-2.0,6.4,1.48,31.0,27.21,-15.72%,94.2%,(24.4),,,,,,,,,,,,,
121134,Landmand_GC,1/11/2025,1,4,4,38,Rough,,,,Lob Wedge,36.31,35.4,23.0,38.59,12,4290 ,(289),1.9 ,32.6 ,1.063,-9.0,4.3,11.3,5.1,16.4,3.82,31.2,22.99,-6.74%,64.9%,(2.3),,,,,,,,,,,,,
12125,Landmand_GC,1/11/2025,2,5,1,345,Tee,Yes,,,3 Wood,92.95,243.6,231.9,136.51,139,4757 ,(815),2.5 ,21.3 ,1.469,-4.0,1.8,4.0,0.0,4.0,8.20,21.7,18.19,-17.13%,95.2%,(58.0),,,,,,,,,,,,,
121106,Landmand_GC,1/11/2025,2,6,2,115,Fairway,,Yes,,Pitching Wedge,76.34,125.1,124.4,92.02,98,8846 ,(2388),4.6 ,28.5 ,1.205,-10.0,7.3,4.0,-2.0,2.0,3.55,29.8,25.07,-27.00%,99.5%,(46.7),,,,,,,,,,,,,
12127,Landmand_GC,1/11/2025,3,7,1,420,Tee,No,,,3 Wood,95.60,241.1,237.2,141.18,116,4291 ,(1014),3.8 ,19.4 ,1.477,-15.0,5.5,6.1,0.1,6.2,4.74,22.0,19.47,-23.63%,98.4%,(77.1),,,,,,,,,,,,,
12168,Landmand_GC,1/11/2025,3,8,2,203,Rough,,,,6 Iron,78.69,198.0,183.5,116.46,69,4140 ,(1035),5.7 ,15.3 ,1.480,-13.0,6.8,5.8,-2.0,3.8,2.48,19.8,18.19,-25.00%,92.7%,(64.2),,,,,,,,,,,,,
121139,Landmand_GC,1/11/2025,3,9,3,38,Fairway,,Yes,,Lob Wedge,22.49,27.5,15.9,26.32,9,2343 ,(873),8.4 ,36.0 ,1.170,-14.0,5.2,7.1,-2.3,4.8,1.62,54.8,53.58,-37.26%,57.7%,(7.9),,,,,,,,,,,,,
121110,Landmand_GC,1/11/2025,4,10,1,310,Tee,No,,,Driver,103.18,293.0,282.9,152.71,128,2804 ,(659),3.3 ,17.8 ,1.480,-20.0,1.6,24.8,-5.0,19.8,1.21,19.8,17.26,-23.50%,96.5%,(91.9),,,,,,,,,,,,,
1211211,Landmand_GC,1/11/2025,4,11,2,66,Rough,,,,Sand Wedge,48.76,30.6,26.0,43.96,12,4098 ,(2082),0.1 ,35.3 ,0.902,-13.0,7.0,5.0,-2.0,3.0,2.54,38.5,36.37,-50.81%,84.9%,(17.6),,,,,,,,,,,,,
1211312,Landmand_GC,1/11/2025,4,12,3,36,Fairway,,No,,Lob Wedge,29.57,22.7,19.4,33.85,10,3108 ,(1159),4.4 ,32.9 ,1.145,-27.0,1.9,9.1,-7.3,1.8,2.15,46.2,44.95,-37.29%,85.5%,(9.7),,,,,,,,,,,,,
1211313,Landmand_GC,1/11/2025,4,13,4,14,Fairway,,,,Lob Wedge,28.52,14.2,6.0,21.31,1,3125 ,(1832),5.4 ,25.9 ,0.747,-20.0,1.5,18.8,-7.4,11.4,1.26,38.5,37.23,-58.62%,42.2%,(4.5),,,,,,,,,,,,,
121314,Landmand_GC,1/11/2025,5,14,1,215,Tee,,,,Hybrid,88.52,236.5,221.0,131.01,103,3029 ,(1782),5.1 ,12.5 ,1.480,-30.0,0.7,16.9,-4.0,12.9,1.24,18.7,17.63,-58.83%,93.5%,(165.8),,,,,,,,,,,,,
1211215,Landmand_GC,1/11/2025,5,15,2,88,Deep Grass,,No,,Sand Wedge,53.79,85.1,72.8,79.61,18,7229 ,(2500),7.1 ,18.8 ,1.480,-30.0,5.4,8.2,-4.0,4.2,1.03,25.8,24.24,-34.58%,85.5%,(34.6),,,,,,,,,,,,,
121116,Landmand_GC,1/11/2025,6,16,1,550,Tee,Yes,,,Driver,99.58,291.8,279.4,142.83,186,3730 ,(91),(1.4),19.3 ,1.434,-19.0,2.8,10.1,-2.0,8.1,1.56,14.8,7.36,-2.44%,95.8%,(7.0),,,,,,,,,,,,,
121317,Landmand_GC,1/11/2025,6,17,2,212,Fairway,,,,Hybrid,87.14,121.8,119.3,92.65,97,5031 ,(1454),4.2 ,34.4 ,1.063,-1.0,8.0,-1.3,-2.0,-3.3,7.42,34.1,29.60,-28.90%,98.0%,(47.7),,,,,,,,,,,,,
1211018,Landmand_GC,1/11/2025,6,18,3,92,Fairway,,Yes,,Pitching Wedge,77.50,108.2,102.9,86.84,97,5032 ,(1454),4.2 ,34.4 ,1.121,-16.0,5.5,5.4,-2.3,3.1,4.47,28.7,28.68,-28.90%,95.1%, ,,,,,,,,,,,,,
121119,Landmand_GC,1/11/2025,7,19,1,300,Tee,Yes,,,Driver,102.87,267.8,260.8,152.25,132,5494 ,88 ,(2.3),13.8 ,1.480,0.0,4.1,,, ,,#REF!, , ,#REF!,6.5 ,,,,,,,,,,,,,
1211220,Landmand_GC,1/11/2025,7,20,2,55,Fairway,,Yes,,Sand Wedge,43.00,43.9,36.64,51.36,,7033 ,-73,4.3 ,24.0 ,,1.0,7.4,-2.4,-2.0,-4.4,2.88,11.5,11.52,1.60%,97.4%,(0.9),,,,,,,,,,,,,
1211121,Landmand_GC,1/11/2025,8,21,1,100,Tee,,,,Gap Wedge,64.73,100.7,96.3,76.42,66,7642 ,(2840),8.2 ,29.4 ,1.181,-1.0,1.9,,, ,,45.1,43.84,-37.16%,95.6%,(48.1),,,,,,,,,,,,,
1211322,Landmand_GC,1/11/2025,8,22,2,31,Fairway,,,,Lob Wedge,39.47,31.8,25.0,34.95,19,3805 ,872 ,2.2 ,37.8 ,0.885,-20.0,4.5,20.6,-2.0,18.6,1.30,22.8,24.71,22.92%,78.5%,8.1 ,,,,,,,,,,,,,
121623,Landmand_GC,1/11/2025,9,23,1,435,Tee,Yes,,,6 Iron,87.97,180.5,172.6,113.39,175,7016 ,534 ,(5.6),31.7 ,1.289,13.0,2.1,-8.7,11.2,2.5,-1.90,19.6,26.26,7.61%,95.6%,17.3 ,,,,,,,,,,,,,
121624,Landmand_GC,1/11/2025,9,24,2,233,Fairway,,,,6 Iron,81.09,170.0,162.8,101.15,105,4071 ,(888),5.4 ,26.0 ,1.247,4.0,7.8,-6.8,-2.0,-8.8,-6.61,29.6,26.97,-21.81%,95.8%,(48.8),,,,,,,,,,,,,
1211325,Landmand_GC,1/11/2025,9,25,3,71,Fairway,,No,,Lob Wedge,46.35,65.1,59.1,61.73,25,7748 ,(4467),2.3 ,25.2 ,1.332,-12.0,5.8,7.9,-2.0,5.9,2.63,41.6,40.86,-57.65%,90.8%,(44.3),,,,,,,,,,,,,
1211226,Landmand_GC,1/11/2025,9,26,4,12,Fairway,,,,Sand Wedge,16.88,9.7,4.5,13.80,3,1119 ,(509),(1.2),37.3 ,0.818,-30.0,2.8,20.6,-12.7,7.9,0.76,31.1,31.12,-45.47%,45.9%, ,,,,,,,,,,,,,
16511,Pebble_Beach,1/28/2025,1,1,1,424,Tee,No,,,Driver,114.78,215.5,218.1,158.50,105,4830 ,2446 ,0.8 ,12.4 ,1.381,,,,, ,,10.4,12.98,50.64%,101.2%,147.2 ,,,,,,,,,,,,,
16522,Pebble_Beach,1/28/2025,1,2,2,231,Deep Grass,,,,3 Wood,111.68,182.5,179.0,142.54,77,5323 ,2784 ,(2.1),14.3 ,1.276,27.0,6.1,0.1,5.0,5.1,-2.53,8.1,9.36,52.30%,98.1%,125.3 ,,,,,,,,,,,,,
165113,Pebble_Beach,1/28/2025,1,3,3,71,Rough,,No,,Gap Wedge,73.99,68.8,72.1,68.76,53,9945 ,1865 ,3.4 ,25.8 ,0.929,28.0,5.5,-3.8,7.6,3.8,-1.25,18.7,20.96,18.75%,104.8%,19.8 ,,,,,,,,,,,,,
165144,Pebble_Beach,1/28/2025,1,4,4,3,Green,,,,Putter,7.60,2.6,,4.28,,0 ,0 ,2.2 ,0.0 ,0.563,11.0,3.9,-2.8,8.5,5.7,-2.28, , , , , ,,,,,,,,,,,,,
16515,Pebble_Beach,1/28/2025,2,5,1,515,Tee,No,,,Driver,119.84,259.6,254.8,166.43,129,5111 ,3189 ,(0.2),9.3 ,1.389,,,,,3.6,-2.10,6.6,8.21,62.39%,98.2%,203.8 ,,,,,,,,,,,,,
16586,Pebble_Beach,1/28/2025,2,6,2,299,Rough,,,,8 Iron,104.38,153.5,150.7,114.24,101,4593 ,1143 ,(1.4),25.2 ,1.094,32.0,7.4,-1.1,4.8,3.7,-1.57,17.9,20.03,24.89%,98.2%,52.7 ,,,,,,,,,,,,,
16597,Pebble_Beach,1/28/2025,2,7,3,147,Rough,,,,9 Iron,96.99,158.7,155.6,112.68,80,5941 ,258 ,5.7 ,17.5 ,1.162,14.0,6.0,-3.1,8.6,5.5,-2.15,19.9,30.88,4.34%,98.0%,7.8 ,,,,,,,,,,,,,
165138,Pebble_Beach,1/28/2025,2,8,4,18,Bunker,,No,,Lob Wedge,40.49,24.1,19.1,59.92,3,7488 ,1703 ,2.8 ,24.7 ,1.480,2.0,5.7,5.3,6.9,12.2,-10.96,19.9,21.75,22.74%,79.3%,6.2 ,,,,,,,,,,,,,
165149,Pebble_Beach,1/28/2025,2,9,5,7,Green,,,,Putter,11.60,6.4,,7.29,,0 ,0 ,(4.9),0.0 ,0.628,13.0,1.4,-0.6,13.0,12.4,-1.81, , , , , ,,,,,,,,,,,,,
165210,Pebble_Beach,1/28/2025,3,10,1,386,Tee,No,,,3 Wood,111.41,250.7,244.4,158.07,124,4125 ,844 ,3.0 ,15.3 ,1.419,,,,,-8.5,5.80,15.3,21.68,20.46%,97.5%,73.3 ,,,,,,,,,,,,,
1651411,Pebble_Beach,1/28/2025,3,11,2,116,Rough,,,,Putter,4.56,8.9,,8.66,,0 ,0 ,(2.4),0.0 ,1.899,12.0,7.2,2.6,5.0,7.6,-6.36, , , , , ,,,,,,,,,,,,,
1651312,Pebble_Beach,1/28/2025,3,12,3,11,Green,,Yes,,Lob Wedge,74.00,105.4,108.7,99.88,80,11055 ,(66),(1.9),25.0 ,1.350,,,,,-1.6,-4.90,20.8,20.83,-0.60%,103.2%, ,,,,,,,,,,,,,
1651413,Pebble_Beach,1/28/2025,3,13,4,2,Green,,,,Putter,4.40,3.3,,3.03,,0 ,0 ,(0.1),0.0 ,0.689,0.0,5.2,,, ,, , , , , ,,,,,,,,,,,,,
165714,Pebble_Beach,1/28/2025,4,14,1,341,Tee,Yes,,,7 Iron,97.07,178.7,175.8,131.67,98,8236 ,2023 ,0.4 ,14.7 ,1.356,,,,, ,,10.6,12.28,24.56%,98.4%,61.5 ,,,,,,,,,,,,,
1651115,Pebble_Beach,1/28/2025,4,15,2,87,Fairway,,,,Gap Wedge,85.67,98.2,95.6,83.73,60,10397 ,1303 ,2.2 ,25.9 ,0.977,14.0,6.4,-1.7,6.8,5.1,-1.73,21.9,25.53,12.53%,97.3%,16.7 ,,,,,,,,,,,,,
1651316,Pebble_Beach,1/28/2025,4,16,3,12,Bunker,,No,,Lob Wedge,47.43,13.2,9.2,34.72,5,3829 ,1104 ,0.3 ,36.5 ,0.732,7.0,4.6,0.4,7.6,8.0,-3.59,13.4,14.57,28.83%,69.3%,3.7 ,,,,,,,,,,,,,
1651417,Pebble_Beach,1/28/2025,4,17,4,2,Green,,,,Putter,2.22,2.0,,4.06,,0 ,0 ,1.7 ,0.0 ,1.829,16.0,1.2,-17.0,14.4,-2.6,-1.16, , , , , ,,,,,,,,,,,,,
165118,Pebble_Beach,1/28/2025,5,18,1,185,Tee,,,,Driver,121.49,233.4,229.9,158.07,108,4639 ,2757 ,(1.0),11.6 ,1.301,,,,,0.8,4.50,7.7,9.34,59.43%,98.5%,178.2 ,,,,,,,,,,,,,
1651319,Pebble_Beach,1/28/2025,5,19,2,30,Rough,,No,,Lob Wedge,28.84,29.5,18.5,31.59,7,3786 ,708 ,1.3 ,23.7 ,1.095,31.0,6.6,-2.0,5.0,3.0,-1.66,19.8,19.78,18.70%,62.7%, ,,,,,,,,,,,,,
165220,Pebble_Beach,1/28/2025,6,20,1,526,Tee,No,,,3 Wood,109.78,203.8,200.8,151.98,93,6977 ,(55),(6.5),10.0 ,1.384,,,,, ,,-0.5,0.20,-0.79%,98.5%, ,,,,,,,,,,,,,
1651121,Pebble_Beach,1/28/2025,6,21,2,292,Rough,,,,Gap Wedge,83.83,87.2,83.6,67.67,59,6971 ,536 ,3.2 ,28.7 ,0.807,0.0,6.4,-8.8,6.5,-2.3,-0.65,24.5,30.44,7.69%,95.9%,8.4 ,,,,,,,,,,,,,
1651222,Pebble_Beach,1/28/2025,6,22,3,94,Rough,,,,Sand Wedge,76.35,79.7,77.3,73.87,42,8300 ,1059 ,(0.0),23.2 ,0.968,4.0,4.5,0.6,5.4,6.0,-5.97,17.7,21.29,12.76%,96.9%,13.5 ,,,,,,,,,,,,,
1651423,Pebble_Beach,1/28/2025,6,23,4,16,Rough,,No,,Putter,14.66,5.2,3.3,14.35,2,1174 ,165 ,(4.0),30.4 ,0.979,7.0,3.7,-1.6,4.9,3.3,-3.57,25.3,25.34,14.05%,62.9%, ,,,,,,,,,,,,,
1651424,Pebble_Beach,1/28/2025,6,24,5,10,Green,,,,Putter,14.07,11.1,5.4,17.52,2,2904 ,142 ,2.6 ,24.7 ,1.245,,,,, ,,20.6,20.55,4.89%,48.7%, ,,,,,,,,,,,,,
165025,Pebble_Beach,1/28/2025,7,25,1,2,Green,,,,Hybridybrid,101.29,183.6,178.7,132.30,81,5031 ,1082 ,2.0 ,18.6 ,1.306,,,,, ,,17.0,21.93,21.51%,97.3%,53.6 ,,,,,,,,,,,,,
1651326,Pebble_Beach,1/28/2025,7,26,2,110,Tee,No,,,Lob Wedge,54.93,16.5,11.9,45.74,2,6544 ,1976 ,(0.8),31.7 ,0.833,12.0,6.0,1.5,5.3,6.8,-4.90,10.2,11.38,30.20%,72.2%,5.0 ,,,,,,,,,,,,,
1651427,Pebble_Beach,1/28/2025,7,27,3,22,Bunker,,,,Putter,3.47,5.8,,6.54,,0 ,0 ,0.6 ,0.0 ,1.885,17.0,1.1,-16.2,11.8,-4.4,-1.13, , , , , ,,,,,,,,,,,,,
165128,Pebble_Beach,1/28/2025,8,28,1,5,Green,,,,Driver,113.05,169.0,168.7,131.88,164,6330 ,1590 ,(9.2),28.0 ,1.167,,,,,0.3,1.60,11.5,13.16,25.12%,99.8%,59.0 ,,,,,,,,,,,,,
165229,Pebble_Beach,1/28/2025,8,29,2,425,Tee,Yes,,,3 Wood,109.78,221.5,220.6,150.09,134,6726 ,(46),1.8 ,9.9 ,1.367,14.0,7.6,-11.8,5.3,-6.5,-1.64,9.0,10.30,-0.68%,99.6%, ,,,,,,,,,,,,,
1651330,Pebble_Beach,1/28/2025,8,30,3,231,Fairway,,,,Lob Wedge,56.37,22.3,15.3,48.22,4,4642 ,1455 ,(3.3),30.8 ,0.855,0.0,7.1,0.7,8.2,8.9,-1.32,6.5,7.60,31.34%,68.6%,6.5 ,,,,,,,,,,,,,
165331,Pebble_Beach,1/28/2025,9,31,1,24,Bunker,,No,,Hybrid,108.31,201.4,197.2,152.69,79,6314 ,3710 ,0.9 ,9.4 ,1.410,17.0,1.4,-19.1,9.5,-9.6,-1.08,7.4,8.51,58.76%,97.9%,147.9 ,,,,,,,,,,,,,
1651032,Pebble_Beach,1/28/2025,9,32,2,2,Green,,,,Pitching Wedge,91.19,82.8,62.3,91.68,31,6602 ,1316 ,(2.5),24.6 ,1.005,30.0,6.1,-0.4,8.2,7.8,-1.09,15.1,17.28,19.93%,75.2%,17.1 ,,,,,,,,,,,,,
1651333,Pebble_Beach,1/28/2025,9,33,3,498,Tee,No,,,Lob Wedge,55.36,25.0,25.4,46.98,20,5773 ,1422 ,0.7 ,27.6 ,0.849,11.0,3.2,-5.4,6.1,0.7,-2.14,14.2,15.77,24.63%,101.5%,8.9 ,,,,,,,,,,,,,
1651334,Pebble_Beach,1/28/2025,9,34,4,303,Rough,,,,Lob Wedge,42.04,14.3,8.2,37.00,2,3694 ,733 ,5.4 ,33.7 ,0.880,14.0,2.0,-8.8,8.4,-0.4,-1.60,24.2,26.21,19.84%,57.2%,2.3 ,,,,,,,,,,,,,
1651435,Pebble_Beach,1/28/2025,9,35,5,118,Pavement,,,,Putter,2.67,3.5,,5.05,,0 ,0 ,1.5 ,0.0 ,1.891,11.0,1.0,-3.9,12.9,9.0,-2.01,1.4,1.40, , , ,,,,,,,,,,,,,
1651436,Pebble_Beach,1/28/2025,9,36,6,37,Deep Grass,,,,Putter,3.85,7.5,,6.80,,0 ,0 ,(0.2),0.0 ,1.766,,,1.4,1.6,,, , , , , ,,,,,,,,,,,,,
192011,St_Andrews_old_course,2/15/2025,1,1,1,355,,,,,Driver,107.47,245.5,228.8,146.29,78,4599 ,2517 ,(2.2),12.1 ,1.361,,,,, ,,6.5,7.77,54.73%,93.2%, ,,,,,,,,,,,,,
192092,St_Andrews_old_course,2/15/2025,1,2,2,,,,,,9 Iron,93.53,173.8,168.2,114.17,94,9252 ,40 ,7.1 ,19.3 ,1.221,,5.9,-3.6,5.8,2.2,-1.29,23.2,22.81,0.43%,96.8%, ,,,,,,,,,,,,,
1920123,St_Andrews_old_course,2/15/2025,1,3,3,,,,,,Sand Wedge,30.28,35.2,26.4,44.81,9,7124 ,1102 ,2.5 ,22.6 ,1.480,,6.1,7.1,7.2,14.3,0.38,19.4,22.37,15.47%,75.2%, ,,,,,,,,,,,,,
1920144,St_Andrews_old_course,2/15/2025,1,4,4,,,,,,Putter,6.22,13.6,,11.16,,0 ,0 ,0.9 ,,1.794,,1.6,0.6,8.3,8.9,-2.94, , , , , ,,,,,,,,,,,,,
192015,St_Andrews_old_course,2/15/2025,2,5,1,385,,,,,Driver,116.53,286.5,274.3,162.92,67,3689 ,(540),7.4 ,9.0 ,1.398,,,,, ,,15.4,12.59,-14.64%,95.8%, ,,,,,,,,,,,,,
192016,St_Andrews_old_course,2/15/2025,2,6,2,,,,,,Driver,105.59,277.6,263.1,157.79,72,5578 ,(64),(4.4),7.0 ,1.494,,5.9,7.9,4.7,12.6,2.81,-0.4,0.24,-1.15%,94.7%, ,,,,,,,,,,,,,
1920117,St_Andrews_old_course,2/15/2025,2,7,3,,,,,,Gap Wedge,92.79,103.0,104.5,104.21,54,10688 ,2275 ,(0.2),22.5 ,1.123,,6.4,-6.2,5.4,-0.8,-0.60,15.8,17.76,21.29%,101.4%, ,,,,,,,,,,,,,
1920148,St_Andrews_old_course,2/15/2025,2,8,4,,,,,,Putter,7.50,18.1,,13.91,,0 ,0 ,(2.5),,1.855,,4.5,-3.0,8.2,5.2,-2.01, , , , , ,,,,,,,,,,,,,
192019,St_Andrews_old_course,2/15/2025,3,9,1,344,,,,,Driver,111.56,272.4,256.7,155.83,85,4408 ,1720 ,(1.3),11.9 ,1.397,,,,, ,,7.2,8.57,39.02%,94.2%, ,,,,,,,,,,,,,
19201110,St_Andrews_old_course,2/15/2025,3,10,2,,,,,,Gap Wedge,84.52,105.4,99.3,85.67,51,10160 ,1244 ,5.8 ,23.4 ,1.014,,6.3,-2.7,6.1,3.4,-1.35,23.7,27.41,12.24%,94.2%, ,,,,,,,,,,,,,
19201411,St_Andrews_old_course,2/15/2025,3,11,3,,,,,,Putter,13.51,9.8,,8.52,,0 ,0 ,0.5 ,8.0 ,0.631,,4.3,4.2,10.5,14.7,-3.71,6.7,6.67, , , ,,,,,,,,,,,,,
1920112,St_Andrews_old_course,2/15/2025,4,12,1,,,,,,Driver,115.04,286.6,266.6,164.59,50,2409 ,468 ,6.5 ,8.0 ,1.431,,,,, ,,13.0,12.80,19.43%,93.0%, ,,,,,,,,,,,,,
