swing_id,course,round_date,hole,round_total,shot_number,distance_to_pin,terrain,fairway_hit,green_in_reg,penalty,club_used,club_speed,total_distance,carry_distance,ball_speed,apex_ht,back_spin,side_spin,launch_dir,launch_angle,smash_factor,spin_axis,flight_time,face_angle,swing_path,face_to_path_angle,AoA,Dynamic_Loft,Spin_Loft,Curve_Amount,Air_Carry_Efficiency,Offline_estimated,,,,,,,,,,,,,
2551241,Yellowstone Golf Club,3/12/25,12,41,4,15,Fairway,,,,Sand Wedge,22.54,16.0,8.0,22.02,3,3190 ,363 ,2.3 ,25.6 ,0.977,-1.0,3.3,-2.3,10.8,8.5,-1.48,20.2,24.16,11.38%,49.8%,1.2 ,,,,,,,,,,,,,
255142,Yellowstone Golf Club,3/12/25,13,42,1,408,Tee,Yes,,,Driver,109.08,256.7,234.5,149.04,54,6578 ,(60),2.0 ,7.0 ,1.366,6.0,0.9,-1.2,5.2,4.0,-4.00,6.2,6.89,-0.91%,91.4%,(5.9),,,,,,,,,,,,,
2551043,Yellowstone Golf Club,3/12/25,13,43,2,122,Fairway,,,,Pitching Wedge,59.04,108.7,106.3,87.38,41,10828 ,2910 ,(1.1),20.1 ,1.480,-1.0,5.6,0.4,11.3,11.7,-0.64,12.3,13.78,26.87%,97.8%,39.9 ,,,,,,,,,,,,,
2551244,Yellowstone Golf Club,3/12/25,13,44,3,21,Rough,,,,Sand Wedge,30.23,35.2,25.4,44.74,6,4526 ,788 ,3.0 ,20.0 ,1.480,15.0,3.9,-4.5,9.0,4.5,-1.49,17.7,20.32,17.41%,72.0%,6.3 ,,,,,,,,,,,,,
2551245,Yellowstone Golf Club,3/12/25,13,45,4,15,Fairway,,,,Sand Wedge,42.14,19.7,16.3,27.52,11,4944 ,1479 ,0.7 ,35.9 ,0.653,10.0,1.4,1.1,8.8,9.9,-2.59,12.6,13.71,29.92%,82.5%,6.9 ,,,,,,,,,,,,,
2551446,Yellowstone Golf Club,3/12/25,13,46,5,5,Green,,,,Putter,7.64,4.7,,5.90,,0 ,0 ,(0.7),0.0 ,0.772,17.0,1.7,-17.3,15.4,-1.9,-1.10, , , , , ,,,,,,,,,,,,,
255747,Yellowstone Golf Club,3/12/25,14,47,1,195,Tee,,,,7 Iron,101.54,203.9,195.6,129.49,78,6304 ,1912 ,2.9 ,14.1 ,1.275,,,,, ,,11.9,13.14,30.33%,95.9%,83.1 ,,,,,,,,,,,,,
2551448,Yellowstone Golf Club,3/12/25,14,48,2,11,Rough,,,,Putter,5.34,7.8,,9.77,,0 ,0 ,(1.5),0.0 ,1.830,17.0,5.5,0.1,11.2,11.3,-1.27, , , , , ,,,,,,,,,,,,,
255149,Yellowstone Golf Club,3/12/25,15,49,1,503,Tee,No,,,Driver,115.42,314.6,283.6,170.76,68,4063 ,1578 ,1.6 ,8.3 ,1.479,,,,, ,,0.7,1.21,38.84%,90.2%,163.1 ,,,,,,,,,,,,,
255050,Yellowstone Golf Club,3/12/25,15,50,2,205,Rough,,,,5 Wood,105.40,24.9,10.9,59.85,2,1493 ,(407),13.3 ,11.0 ,0.568,23.0,,-6.2,10.5,4.3,-0.50,24.0,22.17,-27.26%,43.9%,(4.1),,,,,,,,,,,,,
255651,Yellowstone Golf Club,3/12/25,15,51,3,181,Rough,,,,6 Iron,103.13,181.9,,137.37,,4067 ,1739 ,(2.0),9.8 ,1.332,-15.0,0.4,14.8,8.7,23.5,1.80,8.2,8.19,42.76%, , ,,,,,,,,,,,,,
2551252,Yellowstone Golf Club,3/12/25,15,52,4,52,Rough,,,,Sand Wedge,54.62,60.3,50.1,59.05,14,7498 ,813 ,6.6 ,22.9 ,1.081,,,,, ,,24.4,28.59,10.84%,83.1%,7.5 ,,,,,,,,,,,,,
2551453,Yellowstone Golf Club,3/12/25,15,53,5,11,Fairway,,,,Putter,6.64,12.2,,12.38,,0 ,0 ,1.3 ,0.0 ,1.864,6.0,2.3,5.3,10.7,16.0,-4.23,14.8, , , , ,,,,,,,,,,,,,
418121,Driving_Range,3/12/2025,,1,,,,,,,Sand Wedge,74.25,97.5,90.7,79.21,43,11467 ,525 ,6.5 ,19.6 ,1.067,-15.0,0.4,14.8,8.7,23.5, ,16.3,16.33,4.58%,93.0%, ,,,,,,,,,,,,,
418132,Driving_Range,3/12/2025,,2,,,,,,,Lob Wedge,81.26,48.0,44.3,50.87,34,5883 ,1715 ,(2.7),37.7 ,0.626,,,,, ,,31.5,31.46,29.15%,92.3%, ,,,,,,,,,,,,,
418131,Driving_Range,3/12/2025,,1,,,,,,,Lob Wedge,56.05,28.8,24.5,36.34,14,5734 ,1810 ,1.5 ,34.1 ,0.648,,,,, ,,28.4,28.40,31.57%,84.9%, ,,,,,,,,,,,,,
418132,Driving_Range,3/12/2025,,2,,,,,,,Lob Wedge,64.03,57.7,51.7,56.42,27,9772 ,3225 ,0.7 ,27.2 ,0.881,,,,, ,,22.7,22.71,33.00%,89.7%, ,,,,,,,,,,,,,
418123,Driving_Range,3/12/2025,,3,,,,,,,Sand Wedge,78.23,79.2,74.5,69.98,47,10449 ,3192 ,1.7 ,28.0 ,0.895,,,,, ,,23.3,23.30,30.55%,94.1%, ,,,,,,,,,,,,,
418124,Driving_Range,3/12/2025,,4,,,,,,,Sand Wedge,86.86,139.4,132.6,102.83,67,8815 ,1485 ,3.9 ,17.6 ,1.184,,,,, ,,14.6,14.63,16.85%,95.1%, ,,,,,,,,,,,,,
418125,Driving_Range,3/12/2025,,5,,,,,,,Sand Wedge,78.04,148.3,,115.49,,4627 ,2313 ,2.8 ,0.0 ,1.480,,,,, ,, , ,49.99%, , ,,,,,,,,,,,,,
418126,Driving_Range,3/12/2025,,6,,,,,,,Sand Wedge,86.96,142.7,137.6,106.96,88,9439 ,2111 ,0.5 ,20.6 ,1.230,,,,, ,,17.1,17.13,22.36%,96.4%, ,,,,,,,,,,,,,
418107,Driving_Range,3/12/2025,,7,,,,,,,Pitching Wedge,97.52,146.3,129.8,123.45,17,7583 ,(3517),14.2 ,2.6 ,1.266,,,,, ,,2.2,2.17,-46.38%,88.7%, ,,,,,,,,,,,,,
418108,Driving_Range,3/12/2025,,8,,,,,,,Pitching Wedge,92.48,140.1,133.4,103.73,67,9539 ,1862 ,2.7 ,16.7 ,1.122,,,,, ,,13.9,13.89,19.52%,95.2%, ,,,,,,,,,,,,,
418109,Driving_Range,3/12/2025,,9,,,,,,,Pitching Wedge,94.59,168.9,150.7,119.26,28,6012 ,244 ,7.7 ,5.5 ,1.261,,,,, ,,4.6,4.60,4.06%,89.2%, ,,,,,,,,,,,,,
418910,Driving_Range,3/12/2025,,10,,,,,,,9 Iron,96.31,165.9,160.0,120.58,90,8204 ,1269 ,3.8 ,16.8 ,1.252,,,,, ,,14.0,13.99,15.47%,96.4%, ,,,,,,,,,,,,,
418911,Driving_Range,3/12/2025,,11,,,,,,,9 Iron,96.30,170.3,150.2,122.56,26,5608 ,1936 ,1.6 ,5.5 ,1.273,,,,, ,,4.6,4.58,34.52%,88.2%, ,,,,,,,,,,,,,
418912,Driving_Range,3/12/2025,,12,,,,,,,9 Iron,98.27,164.1,,127.34,,3630 ,(1815),9.7 ,0.0 ,1.296,,,,, ,, , ,-50.00%, , ,,,,,,,,,,,,,
418913,Driving_Range,3/12/2025,,13,,,,,,,9 Iron,,152.1,144.5,110.16,66,8269 ,(60),1.0 ,14.9 ,#DIV/0!,,,,, ,,12.4,12.40,-0.73%,95.0%, ,,,,,,,,,,,,,
418814,Driving_Range,3/12/2025,,14,,,,,,,8 Iron,96.60,155.2,145.7,114.05,50,8409 ,2200 ,3.0 ,10.5 ,1.181,,,,, ,,8.8,8.77,26.16%,93.8%, ,,,,,,,,,,,,,
418815,Driving_Range,3/12/2025,,15,,,,,,,8 Iron,92.97,113.1,45.2,102.70,1,5431 ,2713 ,(6.7),0.6 ,1.105,,,,, ,,0.5,0.54,49.95%,40.0%, ,,,,,,,,,,,,,
418816,Driving_Range,3/12/2025,,16,,,,,,,8 Iron,95.08,166.6,157.6,115.12,60,5890 ,1268 ,3.2 ,13.1 ,1.211,,,,, ,,10.9,10.93,21.53%,94.6%, ,,,,,,,,,,,,,
418817,Driving_Range,3/12/2025,,17,,,,,,,8 Iron,,175.8,168.1,124.79,73,7763 ,(58),2.3 ,12.2 ,#DIV/0!,,,,, ,,10.2,10.18,-0.75%,95.6%, ,,,,,,,,,,,,,
418718,Driving_Range,3/12/2025,,18,,,,,,,7 Iron,97.15,170.4,159.5,117.88,53,5595 ,1418 ,3.5 ,11.5 ,1.213,,,,, ,,9.6,9.60,25.34%,93.6%, ,,,,,,,,,,,,,
418719,Driving_Range,3/12/2025,,19,,,,,,,7 Iron,89.42,136.9,137.2,116.07,156,7396 ,2309 ,(14.3),33.6 ,1.298,,,,, ,,28.0,28.03,31.22%,100.2%, ,,,,,,,,,,,,,
418720,Driving_Range,3/12/2025,,20,,,,,,,7 Iron,98.90,178.8,171.0,126.56,74,7361 ,1625 ,1.8 ,12.5 ,1.280,,,,, ,,10.4,10.43,22.08%,95.6%, ,,,,,,,,,,,,,
418721,Driving_Range,3/12/2025,,21,,,,,,,7 Iron,102.78,176.2,169.6,127.93,44,6847 ,68 ,8.9 ,6.7 ,1.245,,,,, ,,5.6,5.60,0.99%,96.2%, ,,,,,,,,,,,,,
418622,Driving_Range,3/12/2025,,22,,,,,,,6 Iron,101.11,176.7,165.6,128.38,47,8701 ,(46),2.9 ,6.0 ,1.270,,,,, ,,5.0,4.97,-0.53%,93.7%, ,,,,,,,,,,,,,
418623,Driving_Range,3/12/2025,,23,,,,,,,6 Iron,98.86,204.9,198.0,137.25,95,5887 ,1025 ,3.9 ,13.3 ,1.388,,,,, ,,11.1,11.11,17.41%,96.6%, ,,,,,,,,,,,,,
418624,Driving_Range,3/12/2025,,24,,,,,,,6 Iron,100.76,185.4,149.5,127.16,18,3741 ,1092 ,7.5 ,5.3 ,1.262,,,,, ,,4.4,4.39,29.19%,80.6%, ,,,,,,,,,,,,,
418625,Driving_Range,3/12/2025,,25,,,,,,,6 Iron,102.07,193.4,186.1,134.74,83,6628 ,1920 ,4.1 ,12.3 ,1.320,,,,, ,,10.2,10.24,28.97%,96.3%, ,,,,,,,,,,,,,
418026,Driving_Range,3/12/2025,,26,,,,,,,5 Wood,109.88,202.1,196.0,136.66,104,6261 ,(59),3.0 ,14.3 ,1.244,,,,, ,,11.9,11.93,-0.94%,97.0%, ,,,,,,,,,,,,,
418027,Driving_Range,3/12/2025,,27,,,,,,,5 Wood,103.28,192.8,,144.78,,4138 ,(66),9.0 ,0.0 ,1.402,,,,, ,, , ,-1.59%, , ,,,,,,,,,,,,,
418028,Driving_Range,3/12/2025,,28,,,,,,,5 Wood,108.46,196.8,182.6,142.29,22,6226 ,(46),12.2 ,0.7 ,1.312,,,,, ,,0.6,0.59,-0.74%,92.8%, ,,,,,,,,,,,,,
418029,Driving_Range,3/12/2025,,29,,,,,,,5 Wood,104.77,169.3,165.8,127.15,69,6359 ,3863 ,(1.9),13.7 ,1.214,,,,, ,,11.4,11.42,60.75%,97.9%, ,,,,,,,,,,,,,
418030,Driving_Range,3/12/2025,,30,,,,,,,5 Wood,105.13,194.3,190.7,142.69,81,6822 ,3758 ,6.4 ,11.2 ,1.357,,,,, ,,9.3,9.32,55.09%,98.1%, ,,,,,,,,,,,,,
418131,Driving_Range,3/12/2025,,31,,,,,,,Driver,117.02,230.4,226.4,158.13,93,4623 ,2635 ,2.2 ,11.6 ,1.351,,,,, ,,9.6,9.63,57.00%,98.2%, ,,,,,,,,,,,,,
418132,Driving_Range,3/12/2025,,32,,,,,,,Driver,117.59,297.0,277.9,165.91,90,2409 ,582 ,5.5 ,11.5 ,1.411,,,,, ,,9.6,9.62,24.16%,93.6%, ,,,,,,,,,,,,,
418133,Driving_Range,3/12/2025,,33,,,,,,,Driver,116.86,274.9,259.8,166.06,88,3602 ,1371 ,7.6 ,10.5 ,1.421,,,,, ,,8.8,8.77,38.06%,94.5%, ,,,,,,,,,,,,,
16511,Pelican_Hill,3/14/2025,1,1,1,423,Tee,Yes,,,Driver,118.41,249.11,235.41,144.89,168.4,4577 ,592 ,7.8 ,19.3 ,1.224,,,,, ,,23.9,-14.73,12.93%,94.5%,41.2 ,,,,,,,,,,,,,
16582,Pelican_Hill,3/14/2025,1,2,2,165,Fairway,,,,8 Iron,95.43,175.67,171.31,111.13,82,4565 ,1344 ,1.3 ,13.8 ,1.165,7.0,8.1,7.8,7.3,15.1,38.62,10.2,11.55,29.44%,97.5%,68.5 ,,,,,,,,,,,,,
165123,Pelican_Hill,3/14/2025,1,3,1,22,Bunker,,,,Sand Wedge,36.00,19.83,17.71,53.29,9.9,5526 ,(570),(7.7),43.6 ,1.480,16.0,5.6,-1.3,9.0,7.7,-1.34,6.6,7.69,-10.31%,89.3%,(2.7),,,,,,,,,,,,,
165144,Pelican_Hill,3/14/2025,1,4,2,4,Green,,,,Putter,1.81,3.41,,5.9,,0 ,0 ,0.3 ,0.0 ,3.260,-6.0,1.9,-29.7,10.3,-19.4,-1.09, , , , , ,,,,,,,,,,,,,
16515,Pelican_Hill,3/14/2025,2,5,1,340,Tee,Yes,,,Driver,118.67,84.16,83.74,81.32,123.7,3197 ,237 ,8.4 ,50.6 ,0.685,,,,, ,,51.0,36.99,7.41%,99.5%,8.4 ,,,,,,,,,,,,,
16536,Pelican_Hill,3/14/2025,2,6,2,255,Fairway,,,,Hybrid,110.38,210.69,194.65,142.57,56.8,3929 ,1267 ,4.6 ,13.7 ,1.292,4.0,5.9,8.9,5.3,14.2,14.04,15.4,19.34,32.25%,92.4%,87.6 ,,,,,,,,,,,,,
165137,Pelican_Hill,3/14/2025,2,7,3,46,Fairway,,,,Lob Wedge,53.00,57.85,51.25,56.37,24.8,4307 ,(49),3.9 ,27.7 ,1.064,18.0,5.4,4.0,7.5,11.5,-3.92,23.1,23.08,-1.14%,88.6%,(1.3),,,,,,,,,,,,,
165148,Pelican_Hill,3/14/2025,2,8,4,14,Green,,,,Putter,9.90,14.2,,12.17,,0 ,0 ,0.9 ,0.0 ,1.229,-1.0,2.8,,, ,, , , , , ,,,,,,,,,,,,,
16519,Pelican_Hill,3/14/2025,3,9,1,329,Tee,,,Mulligan,Driver,119.61,106.59,86.63,165.26,27.1,2370 ,746 ,8.0 ,4.6 ,1.382,,,,, ,,3.8,3.80,31.48%,81.3%, ,,,,,,,,,,,,,
165110,Pelican_Hill,3/14/2025,3,10,2,329,Tee,Yes,,,Driver,123.35,275.54,257.73,159.89,99.9,3440 ,(71),8.7 ,11.7 ,1.296,,,,, ,,18.8,14.94,-2.06%,93.5%,(6.4),,,,,,,,,,,,,
1651211,Pelican_Hill,3/14/2025,3,11,3,44,Fairway,,,,Sand Wedge,31.03,40.63,36.5,45.92,20.9,4418 ,(44),(4.0),33.3 ,1.480,-1.0,6.4,9.1,6.1,15.2,3.89,24.1,-23.40,-1.00%,89.8%,(0.9),,,,,,,,,,,,,
1651412,Pelican_Hill,3/14/2025,3,12,4,4,Green,,,,Putter,1.91,3.75,,5.72,,0 ,0 ,(0.8),0.0 ,2.995,-1.0,2.5,-3.6,-4.3,-7.9,47.53, , , , , ,,,,,,,,,,,,,
1651013,Pelican_Hill,3/14/2025,4,13,1,140,Tee,,,,Pitching Wedge,65.72,133.05,133.06,97.26,117,9528 ,1134 ,1.9 ,22.8 ,1.480,,,,, ,,19.4,23.27,11.90%,100.0%,23.3 ,,,,,,,,,,,,,
1651414,Pelican_Hill,3/14/2025,4,14,2,10,Green,,,,Putter,8.99,8.22,,6.49,,0 ,0 ,(0.6),0.0 ,0.722,7.0,6.1,0.4,6.3,6.7,-3.87, , , , , ,,,,,,,,,,,,,
165115,Pelican_Hill,3/14/2025,5,15,1,331,Tee,No,,,Driver,117.71,297.25,278.53,166.47,136.7,2827 ,520 ,7.0 ,6.1 ,1.414,,,,, ,,12.0,27.39,18.39%,93.7%,69.6 ,,,,,,,,,,,,,
1651216,Pelican_Hill,3/14/2025,5,16,2,24,Bunker,,,,Sand Wedge,39.26,27.57,18.67,58.11,6,4047 ,1093 ,(3.7),30.5 ,1.480,10.0,6.2,6.9,7.3,14.2,-15.37,9.5,10.85,27.01%,67.7%,7.0 ,,,,,,,,,,,,,
1651417,Pelican_Hill,3/14/2025,5,17,3,6,Green,,,,Putter,8.49,7.28,,7.76,,0 ,0 ,(1.0),0.0 ,0.914,15.0,1.4,-15.9,6.3,-9.6,-1.37, , , , , ,,,,,,,,,,,,,
165118,Pelican_Hill,3/14/2025,6,18,1,373,Tee,No,,,Driver,105.77,256.92,254.49,157.13,150.6,3534 ,1571 ,3.1 ,13.8 ,1.486,,,,, ,,13.2,14.71,44.45%,99.1%,152.7 ,,,,,,,,,,,,,
165919,Pelican_Hill,3/14/2025,6,19,2,135,Bunker,,,,9 Iron,97.37,98.58,,127.16,,5470 ,1751 ,(0.7),13.8 ,1.306,24.0,7.0,1.7,11.0,12.7,-1.49,7.9,9.10,32.01%, , ,,,,,,,,,,,,,
1651220,Pelican_Hill,3/14/2025,6,20,3,45,Fairway,,,,Sand Wedge,58.45,67.28,59.92,61.03,26.4,3912 ,(76),3.0 ,27.4 ,1.044,18.0,,-3.6,8.2,4.6,-1.17,22.8,22.83,-1.94%,89.1%,(1.5),,,,,,,,,,,,,
1651421,Pelican_Hill,3/14/2025,6,21,4,23,Green,,,,Putter,20.74,19.23,,15.36,,0 ,0 ,(1.8),0.0 ,0.741,-1.0,3.0,,, ,, , , , , ,,,,,,,,,,,,,
1651422,Pelican_Hill,3/14/2025,6,22,5,4,Green,,,,Putter,6.73,3.97,,4.87,,0 ,0 ,(1.1),0.0 ,0.724,,,,, ,, , , , , ,,,,,,,,,,,,,
165623,Pelican_Hill,3/14/2025,7,23,1,174,Tee,,,,6 Iron,97.05,184.51,187.88,126.61,109.4,5433 ,303 ,6.7 ,14.9 ,1.305,,,,, ,,18.7,27.45,5.58%,101.8%,14.1 ,,,,,,,,,,,,,
1651424,Pelican_Hill,3/14/2025,7,24,2,23,Green,,,,Putter,12.67,35.67,,23.33,,0 ,0 ,(1.4),0.0 ,1.841,3.0,6.4,6.2,7.9,14.1,-8.79, , , , , ,,,,,,,,,,,,,
1651425,Pelican_Hill,3/14/2025,7,25,3,14,Fringe,,,,Putter,20.88,21.04,,18.08,,0 ,0 ,(0.4),0.0 ,0.866,,,,, ,, , , , , ,,,,,,,,,,,,,
1651426,Pelican_Hill,3/14/2025,7,26,4,8,Green,,,,Putter,1.78,7.53,,8.9,,0 ,0 ,0.6 ,0.0 ,5.000,,,,, ,, , , , , ,,,,,,,,,,,,,
165127,Pelican_Hill,3/14/2025,8,27,1,547,Tee,No,,,Driver,119.80,156.68,129.69,171.73,30.9,1748 ,(291),6.9 ,7.9 ,1.433,,,,, ,,14.1,12.07,-16.65%,82.8%,(29.2),,,,,,,,,,,,,
165328,Pelican_Hill,3/14/2025,8,28,2,398,Rough,,,,Hybrid,120.09,224.15,207.12,152.5,51,4660 ,1669 ,5.6 ,6.9 ,1.270,-9.0,1.9,7.5,3.6,11.1,2.03,11.0,14.14,35.82%,92.4%,103.6 ,,,,,,,,,,,,,
165729,Pelican_Hill,3/14/2025,8,29,3,175,Fairway,,,,7 Iron,99.66,161.76,128.82,119.82,13.7,4419 ,(1382),11.1 ,5.7 ,1.202,20.0,5.4,5.2,7.4,12.6,-3.15,17.0,15.80,-31.27%,79.6%,(54.7),,,,,,,,,,,,,
1651130,Pelican_Hill,3/14/2025,8,30,4,53,Rough,,,,Gap Wedge,39.40,57.25,56.55,58.32,40.6,3674 ,1064 ,(3.7),37.9 ,1.480,-17.0,3.1,12.3,7.7,20.0,1.24,9.4,10.54,28.96%,98.8%,22.6 ,,,,,,,,,,,,,
1651431,Pelican_Hill,3/14/2025,8,31,5,7,Green,,,,Putter,5.43,7.84,,8.87,,0 ,0 ,(2.6),0.0 ,1.634,16.0,3.5,-22.2,11.5,-10.7,-1.13, , , , , ,,,,,,,,,,,,,
165132,Pelican_Hill,3/14/2025,9,32,1,492,Tee,No,,,Driver,113.36,253.62,239.82,170.62,43.7,3518 ,1847 ,5.4 ,6.0 ,1.505,,,,, ,,10.0,12.17,52.50%,94.6%,167.9 ,,,,,,,,,,,,,
165433,Pelican_Hill,3/14/2025,9,33,2,188,Bunker,,,,4 Iron,104.38,148.11,9.93,144.78,50.7,3607 ,1300 ,2.0 ,8.8 ,1.387,28.0,5.2,5.0,7.7,12.7,-2.21,7.0,7.94,36.04%,6.7%,5.0 ,,,,,,,,,,,,,
1651234,Pelican_Hill,3/14/2025,9,34,3,40,Fairway,,,,Sand Wedge,27.13,27.66,24.62,40.15,8.4,3332 ,1004 ,(4.4),35.7 ,1.480,20.0,0.2,-0.3,9.0,8.7,-0.94,7.3,8.40,30.13%,89.0%,10.5 ,,,,,,,,,,,,,
1651235,Pelican_Hill,3/14/2025,9,35,4,16,Fringe,,,,Sand Wedge,22.80,16.38,10.53,26.34,3.1,3079 ,(71),0.4 ,26.5 ,1.155,17.0,1.8,-22.4,10.4,-12.0,-1.09,22.1,22.10,-2.31%,64.3%,(0.3),,,,,,,,,,,,,
165136,Pelican_Hill,3/14/2025,10,36,1,437,Tee,,,Mulligan,Driver,113.36,222.87,208.1,160.93,60.1,4194 ,3023 ,1.7 ,7.0 ,1.420,-1.0,1.0,,, ,,5.8,5.82,72.08%,93.4%, ,,,,,,,,,,,,,
165137,Pelican_Hill,3/14/2025,10,37,2,437,Tee,Yes,,,Driver,113.66,270.05,257.35,167.75,68.6,3858 ,902 ,8.6 ,8.1 ,1.476,,,,, ,,15.2,28.66,23.38%,95.3%,83.6 ,,,,,,,,,,,,,
165638,Pelican_Hill,3/14/2025,10,38,3,169,Fairway,,,,6 Iron,89.45,184.44,175.68,115.58,68.8,4398 ,834 ,3.0 ,14.1 ,1.292,13.0,8.5,8.5,9.1,17.6,-13.44,13.4,15.76,18.96%,95.3%,48.3 ,,,,,,,,,,,,,
1651339,Pelican_Hill,3/14/2025,10,39,4,17,Fringe,,,,Lob Wedge,18.45,14.06,7.03,19.98,2.9,2428 ,(58),2.8 ,30.1 ,1.083,11.0,5.5,1.6,7.5,9.1,-2.39,25.1,25.07,-2.39%,50.0%, ,,,,,,,,,,,,,
165140,Pelican_Hill,3/14/2025,11,40,1,341,Tee,No,,,Driver,117.87,239.51,230.27,167.48,59.6,4129 ,2892 ,3.9 ,3.9 ,1.421,,,,, ,,6.7,7.85,70.04%,96.1%,201.5 ,,,,,,,,,,,,,
1651141,Pelican_Hill,3/14/2025,11,41,2,114,Rough,,,,Gap Wedge,65.69,110.82,117.62,97.22,91.3,12961 ,1423 ,3.4 ,23.4 ,1.480,35.0,5.3,3.4,6.8,10.2,-1.16,21.49,25.67,10.98%,106.1%,17.6 ,,,,,,,,,,,,,
165642,Pelican_Hill,3/14/2025,12,42,1,154,Tee,,,,6 Iron,94.98,188.13,181.76,129.8,70.8,5100 ,451 ,6.7 ,8.5 ,1.367,6.0,5.6,2.0,7.6,9.6,-4.18,13.41,18.74,8.84%,96.6%,22.7 ,,,,,,,,,,,,,
1651343,Pelican_Hill,3/14/2025,12,43,2,19,Bunker,,,,Lob Wedge,25.55,17.11,9.12,37.07,3.4,3836 ,(43),0.9 ,30.2 ,1.451,5.0,5.2,6.3,7.9,14.2,-5.33,25.20,25.20,-1.12%,53.3%,(0.2),,,,,,,,,,,,,
1651144,Pelican_Hill,3/14/2025,13,44,1,123,Tee,,,,Gap Wedge,44.49,81.44,80.66,65.85,69.2,3927 ,1145 ,4.1 ,34.8 ,1.480,-1.0,1.0,,, ,,16.58,17.74,29.16%,99.0%,32.3 ,,,,,,,,,,,,,
1651345,Pelican_Hill,3/14/2025,13,45,2,26,Bunker,,,,Lob Wedge,63.29,27.23,18.87,59.44,4.2,3865 ,1655 ,(3.8),32.3 ,0.939,16.0,4.6,-12.4,17.5,5.1,-1.16,7.38,8.52,42.82%,69.3%,10.9 ,,,,,,,,,,,,,
418111,Driving_Range,3/20/2025,,,1,,,,,,Gap Wedge,77.50,107.63,106.51,89.76,95.7,9555 ,-60,1.5 ,30.4 ,1.158,23.0,1.4,-19.5,8.9,-10.6,-1.14,25.35,25.35,-0.63%,99.0%, ,,,,,,,,,,,,,
418112,Driving_Range,3/20/2025,,,2,,,,,,Gap Wedge,89.66,133.58,126.48,98.94,54.8,7290 ,955,0.8 ,15.5 ,1.104,0.0,5.6,,, ,,12.90,17.74,13.10%,94.7%,22.1 ,,,,,,,,,,,,,
418111,Driving_Range,3/20/2025,,,1,,,,,,Gap Wedge,87.00,104.04,101.85,84.64,74.5,8209 ,1605,0.7 ,27.3 ,0.973,7.0,4.7,0.0,3.2,3.2,-4.84,21.18,24.15,19.55%,97.9%,28.0 ,,,,,,,,,,,,,
418112,Driving_Range,3/20/2025,,,2,,,,,,Gap Wedge,71.30,96.03,94.74,80.92,79.3,6285 ,-55,(1.7),31.8 ,1.135,11.0,4.9,-1.6,7.6,6.0,-2.97,26.49,26.49,-0.88%,98.7%,(2.4),,,,,,,,,,,,,
418113,Driving_Range,3/20/2025,,,3,,,,,,Gap Wedge,84.23,108.9,105.86,87.01,74.3,8384 ,2109,2.6 ,26.0 ,1.033,-1.0,5.0,,, ,,21.34,23.58,25.16%,97.2%,37.1 ,,,,,,,,,,,,,
418114,Driving_Range,3/20/2025,,,4,,,,,,Gap Wedge,78.50,103.27,100.69,82.87,57.9,7293 ,-46,9.0 ,23.0 ,1.056,14.0,5.0,-0.3,11.3,11.0,-2.24,19.16,19.16,-0.63%,97.5%, ,,,,,,,,,,,,,
418115,Driving_Range,3/20/2025,,,5,,,,,,Gap Wedge,74.81,94.59,92.43,78.66,58.2,7018 ,2479,(0.5),25.8 ,1.051,0.0,4.5,,, ,,11.17,12.62,35.32%,97.7%,43.9 ,,,,,,,,,,,,,
418106,Driving_Range,3/20/2025,,,6,,,,,,Pitching Wedge,82.32,124.74,118.41,95.35,48.1,5202 ,-660,12.5 ,16.4 ,1.158,19.0,4.4,-10.3,7.5,-2.8,-1.45,7.95,9.73,-12.69%,94.9%,41.4 ,,,,,,,,,,,,,
418107,Driving_Range,3/20/2025,,,7,,,,,,Pitching Wedge,90.63,123.18,122.46,98.99,99.7,10744 ,2639,(4.3),25.6 ,1.092,14.0,5.9,-5.7,3.5,-2.2,-1.78,34.69,27.97,24.56%,99.4%,(21.4),,,,,,,,,,,,,
418108,Driving_Range,3/20/2025,,,8,,,,,,Pitching Wedge,90.74,133.86,129.97,101.01,66.1,7732 ,693,(1.1),17.6 ,1.113,-7.0,4.3,13.4,9.6,23.0,6.72,12.88,19.92,8.96%,97.1%,16.2 ,,,,,,,,,,,,,
418109,Driving_Range,3/20/2025,,,9,,,,,,Pitching Wedge,92.12,142.76,142.8,111.6,129,7283 ,199,1.1 ,27.6 ,1.211,5.0,5.0,-1.8,0.7,-1.1,-7.05,23.83,46.86,2.73%,100.0%,7.1 ,,,,,,,,,,,,,
418810,Driving_Range,3/20/2025,,,10,,,,,,8 Iron,93.18,165.02,162.21,118.92,99.4,5739 ,1883,1.8 ,20.0 ,1.276,2.0,6.6,0.8,2.0,2.8,-23.03,17.59,20.72,32.81%,98.3%,73.0 ,,,,,,,,,,,,,
418811,Driving_Range,3/20/2025,,,11,,,,,,8 Iron,95.32,142.64,139.5,105.71,68.2,5149 ,1372,1.0 ,18.1 ,1.109,18.0,6.1,0.9,7.3,8.2,-3.13,13.94,16.12,26.65%,97.8%,52.3 ,,,,,,,,,,,,,
